/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71005000.gz	(1790926.5318920938, 2323637.204509602, 775921.3728913142, 35480.286699560806)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71010000.gz	(1772563.764308868, 2325661.3127526673, 822047.8908367335, 37667.52449507274)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71015000.gz	(1779291.9082260055, 2333995.539545655, 788999.1308062889, 35025.7903128871)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71020000.gz	(1764000.9434273194, 2330658.041493952, 829554.8448084901, 37945.77737559091)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71025000.gz	(1764717.6067900467, 2334837.8582782345, 821546.2756308756, 36072.53327573564)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71030000.gz	(1775480.7563150302, 2334816.763607528, 793124.4943650056, 32659.473100566862)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71035000.gz	(1780456.2269981813, 2334855.358333082, 781388.3386759289, 34690.81921931368)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71040000.gz	(1776466.991680054, 2333148.928443654, 792330.1605527088, 34039.47726968348)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71045000.gz	(1770140.7894042213, 2332334.47586114, 810704.3229060209, 34848.12885140518)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71050000.gz	(1769556.0878436356, 2334878.0689024543, 803955.780150489, 36735.46909538742)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71055000.gz	(1773270.8234115301, 2335434.5727323997, 793382.4868484711, 34170.5130236685)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71060000.gz	(1774871.9759154092, 2338235.54064986, 788052.3692859277, 33274.32355282695)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71065000.gz	(1773635.9893420667, 2335279.3186774002, 793354.1550940799, 35092.26739495335)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71070000.gz	(1771938.5019069167, 2335592.0769055746, 799033.6844275477, 35549.97503339562)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71075000.gz	(1772843.1224514344, 2334863.51805637, 799492.3406482924, 33521.25630245945)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71080000.gz	(1775376.288758825, 2334367.576176959, 790956.4755375129, 34206.295543375425)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71085000.gz	(1777000.4207830364, 2336466.246590847, 786568.5883330328, 34155.54108360465)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71090000.gz	(1775998.1790525122, 2335161.901533031, 785077.2565788478, 34538.43072629609)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71095000.gz	(1773069.604271895, 2336440.6485290113, 798740.7481579296, 35265.29964934032)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71100000.gz	(1773065.382265824, 2338096.479613711, 788615.3567398496, 34598.98575964626)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71105000.gz	(1773995.145318002, 2335867.1546530635, 793975.5391321435, 35930.02876543429)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71110000.gz	(1775939.8456760722, 2334945.0521484073, 787928.9518924876, 32613.639779870005)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71115000.gz	(1775541.0578349298, 2337799.433038697, 781671.1775148165, 29711.085226767005)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71120000.gz	(1774509.7431434756, 2335452.414353885, 790860.0125007263, 34777.27278965453)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71125000.gz	(1774934.9742663177, 2334771.962072231, 790001.0535679944, 32903.486530409755)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71130000.gz	(1776563.741059661, 2336355.380224242, 782720.6871498426, 36193.142887614915)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71135000.gz	(1777775.1049682668, 2337041.745846747, 780218.9107112914, 32894.77027560935)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71140000.gz	(1776077.2588285354, 2335975.7573638735, 787895.8150897706, 34706.291614198606)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71145000.gz	(1776562.5461987557, 2336965.5790056344, 783833.1147620342, 34161.129495773326)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71150000.gz	(1775366.2004355483, 2337775.7390894094, 783159.046597411, 32309.69688520328)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71155000.gz	(1777143.9123382473, 2336136.239712621, 780878.8267015648, 32201.556939282476)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71160000.gz	(1778091.286138975, 2337107.9193438874, 776318.4234837563, 31075.49188729343)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71165000.gz	(1779769.4686043353, 2335303.270276977, 778603.5573084651, 34813.05530936145)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71170000.gz	(1777640.4631878799, 2338301.237011912, 777965.0484372629, 33679.942185308915)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71175000.gz	(1777643.512241638, 2336359.684946596, 775437.4575538676, 33512.28982024851)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71180000.gz	(1779420.249147172, 2337175.76158018, 777651.0611862225, 33916.36538369882)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71185000.gz	(1778589.42464853, 2337099.4158962104, 774662.2457691121, 33884.37797971839)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71190000.gz	(1779058.042691476, 2337594.890899253, 773807.4415299129, 32250.810034590027)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71195000.gz	(1777740.546303305, 2337391.2899579545, 773312.3005162912, 30478.74121772891)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71200000.gz	(1776351.1919370175, 2337372.6721374877, 782791.3936652475, 33723.98220956358)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71205000.gz	(1777738.2116770665, 2337755.2793762865, 774951.4561632891, 32945.31621253801)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71210000.gz	(1778040.257657527, 2337718.4742667954, 768056.3410408914, 31000.131732153088)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71215000.gz	(1779194.368970355, 2338487.488145195, 773710.3813594131, 30457.638706106885)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71220000.gz	(1778374.0513916975, 2338092.1611093753, 771474.5671890443, 31244.937548796017)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71225000.gz	(1776811.398895527, 2336534.6475148816, 780751.6175953156, 32852.02309297579)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71230000.gz	(1778430.912355188, 2336212.083517737, 780183.124794324, 36026.7416596072)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71235000.gz	(1778475.8155054257, 2337587.3205381585, 773092.6643204222, 34150.82846737285)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71240000.gz	(1779738.607824512, 2336530.8833655277, 773791.9870796944, 35011.19371393906)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71245000.gz	(1779446.8138984034, 2334608.7031878554, 774332.8042779121, 33416.45272201248)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71250000.gz	(1778262.5606409174, 2337478.451914669, 773927.934199612, 32415.66819356609)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71255000.gz	(1778416.6982162267, 2336209.5616027135, 778218.6495115035, 32143.79611201664)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71260000.gz	(1780348.5146368924, 2337576.828699028, 765041.273781083, 31221.41617220545)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71265000.gz	(1779799.458355579, 2338049.830219214, 765614.3330140988, 34016.33123420872)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71270000.gz	(1780578.4094011576, 2336798.342421564, 760777.3941471818, 31801.902060085)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71275000.gz	(1780096.616386552, 2336660.413476049, 765024.5290108019, 31372.17818705455)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71280000.gz	(1779627.8307234317, 2338051.369569065, 768099.1430724389, 34135.48118619319)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71285000.gz	(1780853.5047021117, 2337566.561249609, 768777.8371390124, 34047.44284225227)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71290000.gz	(1779709.4581186913, 2337171.492397999, 770434.5667134725, 31916.79814609032)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71295000.gz	(1780558.6115528655, 2337861.3217018386, 763466.6057372623, 32579.48373833158)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71300000.gz	(1779767.2619294603, 2338268.988033809, 765793.2513223655, 31460.716985816547)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71305000.gz	(1780066.6386915161, 2335422.0253887335, 773849.6301294382, 32635.201041744687)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71310000.gz	(1780791.1658127876, 2335331.1307259733, 767937.793756826, 32304.942564403056)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71315000.gz	(1779393.1508115332, 2336332.770580955, 773499.9542449353, 32552.125541446094)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71320000.gz	(1779674.9633645928, 2338080.5957369, 764579.239102952, 33316.15323495521)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71325000.gz	(1780207.0779520522, 2337675.9869698863, 764274.829187031, 28776.068802723657)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71330000.gz	(1781822.334533386, 2338156.383055925, 764785.4203013445, 33948.01915113187)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71335000.gz	(1782388.274431338, 2337109.7965581655, 761244.3766483092, 33993.47713071292)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71340000.gz	(1781206.1531780232, 2339485.587720455, 757288.1853433719, 32312.741318698158)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71345000.gz	(1780500.1510028816, 2337613.6600880655, 769041.3336963032, 35884.654194990086)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71350000.gz	(1780931.980501032, 2337017.7382987146, 766103.0286123988, 33664.928540676636)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71355000.gz	(1781595.017075148, 2337462.8700303305, 765322.5454667085, 30483.203606550174)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71360000.gz	(1782740.8519960083, 2337350.663518455, 757961.852861373, 32422.591151924305)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71365000.gz	(1782109.2287130726, 2336680.4151972253, 761278.8063406617, 32431.849566114208)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71370000.gz	(1781492.834883258, 2338456.9656477207, 760384.0032526898, 34083.14195282234)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71375000.gz	(1781386.1953947966, 2335827.067895352, 768046.1914628635, 32904.904485736144)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71380000.gz	(1781038.7800907432, 2337805.3685386344, 764562.1089607046, 34316.35389944368)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71385000.gz	(1780936.2542321223, 2335940.2893828624, 770626.5935268996, 35568.24163436488)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71390000.gz	(1782726.3750835792, 2335235.0687601194, 763063.2212720448, 30960.67921042494)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71395000.gz	(1783264.770955126, 2336510.8857950275, 757093.8144202608, 34886.83069090171)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71400000.gz	(1783595.8309118457, 2336062.0905795023, 762779.8673249683, 33436.762846834485)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71405000.gz	(1782108.8272284004, 2336045.291419529, 767851.843999044, 32171.77987742846)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71410000.gz	(1781541.025748307, 2336074.6935517993, 768149.6235362573, 32308.6542709927)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71415000.gz	(1782327.9755041718, 2336198.5716920365, 767665.2732179475, 32926.17381563187)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71420000.gz	(1781732.802025493, 2336296.120121668, 765108.2397260425, 31167.28364239242)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71425000.gz	(1782901.5695382226, 2335880.5295354077, 760912.8129996748, 33127.85710852542)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71430000.gz	(1783595.7653157061, 2336940.161347068, 760331.1499069205, 33296.093337543745)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71435000.gz	(1784240.385060649, 2336931.7381117768, 759758.6218608527, 32805.85613573155)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71440000.gz	(1783032.8786198844, 2336900.7554987166, 761072.6047874867, 31173.956373340094)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71445000.gz	(1782394.4947862057, 2336496.342582216, 764349.3470137923, 32809.067387500116)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71450000.gz	(1782188.5636140022, 2337571.3009427222, 761941.1623103704, 32104.13506744638)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71455000.gz	(1782552.5055153898, 2336046.1680474975, 765105.2739832219, 34053.615118378875)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71460000.gz	(1783015.2219799648, 2337688.366608229, 758866.0026134717, 31500.96189434473)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71465000.gz	(1783360.2497660306, 2335729.325967909, 759075.072693068, 31083.290641588523)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71470000.gz	(1783720.3859245959, 2336338.7787431194, 762261.1458602892, 35010.19280429691)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71475000.gz	(1783935.163630707, 2333688.724532047, 765849.1948850781, 32315.827456761457)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71480000.gz	(1784726.272907783, 2334595.024567449, 758342.1320011838, 30304.749758268215)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71485000.gz	(1784852.205828373, 2335382.4863597485, 759734.5956828793, 32494.114486769726)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71490000.gz	(1784669.9763822204, 2334611.6943609295, 760392.7103569054, 31723.288948607667)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71495000.gz	(1784638.115066814, 2335118.9035883714, 756170.4953108238, 31027.197997059608)
/ocean/projects/cts200024p/rvickers/RV-P3/64x/03_90/perm_v2/membrane/membranedata.71500000.gz	(1784098.1607035883, 2336710.551287006, 755660.2143973277, 29242.74292337687)
